,CODIGO  ,DESCRICAO DO INSUMO,UNIDADE,ORIGEM DO PRECO,  PRECO MEDIANO R$
13,11270,"ABRACADEIRA DE LATAO PARA FIXACAO DE CABO PARA-RAIO, DIMENSOES 32 X 24 X 24 MM",UN    ,CR,"3,10"
14,412,"ABRACADEIRA DE NYLON PARA AMARRACAO DE CABOS, COMPRIMENTO DE *230* X *7,6* MM",UN    ,CR,"0,92"
15,414,"ABRACADEIRA DE NYLON PARA AMARRACAO DE CABOS, COMPRIMENTO DE 100 X 2,5 MM",UN    ,CR,"0,05"
16,410,"ABRACADEIRA DE NYLON PARA AMARRACAO DE CABOS, COMPRIMENTO DE 150 X *3,6* MM",UN    ,CR,"0,14"
17,411,"ABRACADEIRA DE NYLON PARA AMARRACAO DE CABOS, COMPRIMENTO DE 200 X *4,6* MM",UN    ,C ,"0,18"
18,408,"ABRACADEIRA DE NYLON PARA AMARRACAO DE CABOS, COMPRIMENTO DE 390 X *4,6* MM",UN    ,CR,"0,89"
19,39131,"ABRACADEIRA EM ACO PARA AMARRACAO DE ELETRODUTOS, TIPO D, COM 1 1/2"" E CUNHA DE FIXACAO",UN    ,CR,"1,71"
20,394,"ABRACADEIRA EM ACO PARA AMARRACAO DE ELETRODUTOS, TIPO D, COM 1 1/2"" E PARAFUSO DE FIXACAO",UN    ,CR,"1,74"
21,39130,"ABRACADEIRA EM ACO PARA AMARRACAO DE ELETRODUTOS, TIPO D, COM 1 1/4"" E CUNHA DE FIXACAO",UN    ,CR,"1,56"
22,395,"ABRACADEIRA EM ACO PARA AMARRACAO DE ELETRODUTOS, TIPO D, COM 1 1/4"" E PARAFUSO DE FIXACAO",UN    ,CR,"1,67"
23,39127,"ABRACADEIRA EM ACO PARA AMARRACAO DE ELETRODUTOS, TIPO D, COM 1/2"" E CUNHA DE FIXACAO",UN    ,CR,"0,82"
24,392,"ABRACADEIRA EM ACO PARA AMARRACAO DE ELETRODUTOS, TIPO D, COM 1/2"" E PARAFUSO DE FIXACAO",UN    ,CR,"0,84"
25,39129,"ABRACADEIRA EM ACO PARA AMARRACAO DE ELETRODUTOS, TIPO D, COM 1"" E CUNHA DE FIXACAO",UN    ,CR,"0,96"
26,393,"ABRACADEIRA EM ACO PARA AMARRACAO DE ELETRODUTOS, TIPO D, COM 1"" E PARAFUSO DE FIXACAO",UN    ,C ,"1,01"
27,39133,"ABRACADEIRA EM ACO PARA AMARRACAO DE ELETRODUTOS, TIPO D, COM 2 1/2"" E CUNHA DE FIXACAO",UN    ,CR,"2,25"
28,397,"ABRACADEIRA EM ACO PARA AMARRACAO DE ELETRODUTOS, TIPO D, COM 2 1/2"" E PARAFUSO DE FIXACAO",UN    ,CR,"2,49"
29,39132,"ABRACADEIRA EM ACO PARA AMARRACAO DE ELETRODUTOS, TIPO D, COM 2"" E CUNHA DE FIXACAO",UN    ,CR,"1,80"
30,396,"ABRACADEIRA EM ACO PARA AMARRACAO DE ELETRODUTOS, TIPO D, COM 2"" E PARAFUSO DE FIXACAO",UN    ,CR,"1,93"
31,39135,"ABRACADEIRA EM ACO PARA AMARRACAO DE ELETRODUTOS, TIPO D, COM 3 1/2"" E CUNHA DE FIXACAO",UN    ,CR,"3,61"
32,39128,"ABRACADEIRA EM ACO PARA AMARRACAO DE ELETRODUTOS, TIPO D, COM 3/4"" E CUNHA DE FIXACAO",UN    ,CR,"0,90"
33,400,"ABRACADEIRA EM ACO PARA AMARRACAO DE ELETRODUTOS, TIPO D, COM 3/4"" E PARAFUSO DE FIXACAO",UN    ,CR,"0,88"
34,39125,"ABRACADEIRA EM ACO PARA AMARRACAO DE ELETRODUTOS, TIPO D, COM 3/8"" E PARAFUSO DE FIXACAO",UN    ,CR,"0,90"
35,39134,"ABRACADEIRA EM ACO PARA AMARRACAO DE ELETRODUTOS, TIPO D, COM 3"" E CUNHA DE FIXACAO",UN    ,CR,"3,00"
36,398,"ABRACADEIRA EM ACO PARA AMARRACAO DE ELETRODUTOS, TIPO D, COM 3"" E PARAFUSO DE FIXACAO",UN    ,CR,"2,77"
37,39126,"ABRACADEIRA EM ACO PARA AMARRACAO DE ELETRODUTOS, TIPO D, COM 4"" E CUNHA DE FIXACAO",UN    ,CR,"4,06"
38,399,"ABRACADEIRA EM ACO PARA AMARRACAO DE ELETRODUTOS, TIPO D, COM 4"" E PARAFUSO DE FIXACAO",UN    ,CR,"3,57"
39,39158,"ABRACADEIRA EM ACO PARA AMARRACAO DE ELETRODUTOS, TIPO ECONOMICA (GOTA), COM 8""",UN    ,CR,"9,60"
40,39141,"ABRACADEIRA EM ACO PARA AMARRACAO DE ELETRODUTOS, TIPO U SIMPLES, COM 1 1/2""",UN    ,CR,"0,69"
41,39140,"ABRACADEIRA EM ACO PARA AMARRACAO DE ELETRODUTOS, TIPO U SIMPLES, COM 1 1/4""",UN    ,CR,"0,63"
42,39137,"ABRACADEIRA EM ACO PARA AMARRACAO DE ELETRODUTOS, TIPO U SIMPLES, COM 1/2""",UN    ,CR,"0,36"
43,39139,"ABRACADEIRA EM ACO PARA AMARRACAO DE ELETRODUTOS, TIPO U SIMPLES, COM 1""",UN    ,CR,"0,52"
44,39143,"ABRACADEIRA EM ACO PARA AMARRACAO DE ELETRODUTOS, TIPO U SIMPLES, COM 2 1/2""",UN    ,CR,"1,43"
45,39142,"ABRACADEIRA EM ACO PARA AMARRACAO DE ELETRODUTOS, TIPO U SIMPLES, COM 2""",UN    ,CR,"1,03"
46,39138,"ABRACADEIRA EM ACO PARA AMARRACAO DE ELETRODUTOS, TIPO U SIMPLES, COM 3/4""",UN    ,CR,"0,38"
47,39136,"ABRACADEIRA EM ACO PARA AMARRACAO DE ELETRODUTOS, TIPO U SIMPLES, COM 3/8""",UN    ,CR,"0,25"
48,39144,"ABRACADEIRA EM ACO PARA AMARRACAO DE ELETRODUTOS, TIPO U SIMPLES, COM 3""",UN    ,CR,"1,67"
49,39145,"ABRACADEIRA EM ACO PARA AMARRACAO DE ELETRODUTOS, TIPO U SIMPLES, COM 4""",UN    ,CR,"2,76"
50,12615,"ABRACADEIRA PVC, PARA CALHA PLUVIAL, DIAMETRO ENTRE 80 E 100 MM, PARA DRENAGEM PREDIAL",UN    ,AS,"3,99"
51,11927,"ABRACADEIRA, GALVANIZADA/ZINCADA, ROSCA SEM FIM, PARAFUSO INOX, LARGURA  FITA *12,6 A *14 MM, D = 2"" A 2 1/2""",UN    ,CR,"9,27"
52,11928,"ABRACADEIRA, GALVANIZADA/ZINCADA, ROSCA SEM FIM, PARAFUSO INOX, LARGURA  FITA *12,6 A *14 MM, D = 3"" A 3 3/4""",UN    ,CR,"10,63"
53,11929,"ABRACADEIRA, GALVANIZADA/ZINCADA, ROSCA SEM FIM, PARAFUSO INOX, LARGURA  FITA *12,6 A *14 MM, D = 4"" A 4 3/4""",UN    ,CR,"16,44"
54,36801,"ACABAMENTO DE METAL CROMADO PARA REGISTRO PEQUENO, DE PAREDE, 1/2 "" OU 3/4 """,UN    ,CR,"34,28"
55,36246,"ACABAMENTO SIMPLES/CONVENCIONAL PARA FORRO PVC, TIPO ""U"" OU ""C"", COR BRANCA, COMPRIMENTO 6 M",M     ,CR,"4,90"
56,37600,"ACESSORIO DE LIGACAO NAO ELETRICO PARA CARGAS EXPLOSIVAS, TUBO DE 6 M",UN    ,AS,"123,71"
57,37599,"ACESSORIO INICIADOR NAO ELETRICO, TUBO DE 6 M, TEMPO DE RETARDO DE *160* MS",UN    ,AS,"115,15"
58,1,ACETILENO (RECARGA PARA CILINDRO DE CONJUNTO OXICORTE GRANDE),KG    ,C ,"56,15"
59,3,"ACIDO CLORIDRICO / ACIDO MURIATICO, DILUICAO 10% A 12% PARA USO EM LIMPEZA",L     ,CR,"12,34"
60,43054,"ACO CA-25, 10,0 MM, OU 12,5 MM, OU 16,0 MM, OU 20,0 MM, OU 25,0 MM, VERGALHAO",KG    ,CR,"11,56"
61,42402,"ACO CA-25, 16,0 MM, BARRA DE TRANSFERENCIA",KG    ,CR,"11,05"
62,42403,"ACO CA-25, 20,0 MM, BARRA DE TRANSFERENCIA",KG    ,CR,"14,17"
63,42404,"ACO CA-25, 25,0 MM, BARRA DE TRANSFERENCIA",KG    ,CR,"14,09"
64,42405,"ACO CA-25, 32,0 MM, BARRA DE TRANSFERENCIA",KG    ,CR,"15,01"
65,34341,"ACO CA-25, 32,0 MM, VERGALHAO",KG    ,CR,"13,03"
66,43053,"ACO CA-25, 6,3 MM OU 8,0 MM, VERGALHAO",KG    ,CR,"10,33"
67,43058,"ACO CA-50, 10,0 MM, OU 12,5 MM, OU 16,0 MM, OU 20,0 MM, DOBRADO E CORTADO",KG    ,CR,"10,71"
68,34,"ACO CA-50, 10,0 MM, VERGALHAO",KG    ,CR,"10,76"
69,43055,"ACO CA-50, 12,5 MM OU 16,0 MM, VERGALHAO",KG    ,C ,"9,32"
70,43056,"ACO CA-50, 20,0 MM OU 25,0 MM, VERGALHAO",KG    ,CR,"10,75"
71,43057,"ACO CA-50, 32,0 MM, VERGALHAO",KG    ,CR,"11,81"
72,34449,"ACO CA-50, 6,3 MM, DOBRADO E CORTADO",KG    ,CR,"12,62"
73,32,"ACO CA-50, 6,3 MM, VERGALHAO",KG    ,CR,"11,35"
74,33,"ACO CA-50, 8,0 MM, VERGALHAO",KG    ,CR,"11,42"
75,43061,"ACO CA-60, 4,2 MM OU 5,0 MM, DOBRADO E CORTADO",KG    ,CR,"10,67"
76,43059,"ACO CA-60, 4,2 MM, OU 5,0 MM, OU 6,0 MM, OU 7,0 MM, VERGALHAO",KG    ,CR,"10,18"
77,43062,"ACO CA-60, 6,0 MM OU 7,0 MM, DOBRADO E CORTADO",KG    ,CR,"11,28"
78,43060,"ACO CA-60, 8,0 MM OU 9,5 MM, VERGALHAO",KG    ,CR,"8,87"
79,20063,"ACOPLAMENTO DE CONDUTOR PLUVIAL, EM PVC, DIAMETRO ENTRE 80 E 100 MM, PARA DRENAGEM PREDIAL",UN    ,AS,"3,97"
80,40410,"ACOPLAMENTO RIGIDO EM FERRO FUNDIDO PARA SISTEMA DE TUBULACAO RANHURADA, DN 50 MM (2"")",UN    ,AS,"31,27"
81,40411,"ACOPLAMENTO RIGIDO EM FERRO FUNDIDO PARA SISTEMA DE TUBULACAO RANHURADA, DN 65 MM (2 1/2"")",UN    ,AS,"33,93"
82,40412,"ACOPLAMENTO RIGIDO EM FERRO FUNDIDO PARA SISTEMA DE TUBULACAO RANHURADA, DN 80 MM (3"")",UN    ,AS,"38,09"
83,38838,"ADAPTADOR DE COBRE PARA TUBULACAO PEX, DN 16 X 15 MM",UN    ,AS,"10,85"
84,38839,"ADAPTADOR DE COBRE PARA TUBULACAO PEX, DN 20 X 22 MM",UN    ,AS,"12,78"
85,55,"ADAPTADOR DE COMPRESSAO EM POLIPROPILENO (PP), PARA TUBO EM PEAD, 20 MM X 1/2"", PARA LIGACAO PREDIAL DE AGUA (NTS 179)",UN    ,AS,"5,00"
86,61,"ADAPTADOR DE COMPRESSAO EM POLIPROPILENO (PP), PARA TUBO EM PEAD, 20 MM X 3/4"", PARA LIGACAO PREDIAL DE AGUA (NTS 179)",UN    ,AS,"4,73"
87,62,"ADAPTADOR DE COMPRESSAO EM POLIPROPILENO (PP), PARA TUBO EM PEAD, 32 MM X 1"", PARA LIGACAO PREDIAL DE AGUA (NTS 179)",UN    ,AS,"9,80"
88,77,"ADAPTADOR PVC PARA SIFAO METALICO, SOLDAVEL, COM ANEL BORRACHA (JE), 40 MM X 1 1/2""",UN    ,CR,"1,38"
89,76,"ADAPTADOR PVC PARA SIFAO, ROSCAVEL, 40 MM X 1 1/4""",UN    ,CR,"1,41"
90,67,"ADAPTADOR PVC ROSCAVEL, COM FLANGES E ANEL DE VEDACAO, 1/2"", PARA CAIXA D' AGUA",UN    ,CR,"13,57"
91,71,"ADAPTADOR PVC ROSCAVEL, COM FLANGES E ANEL DE VEDACAO, 1"", PARA CAIXA D' AGUA",UN    ,CR,"24,93"
92,73,"ADAPTADOR PVC ROSCAVEL, COM FLANGES E ANEL DE VEDACAO, 3/4"", PARA CAIXA D' AGUA",UN    ,CR,"18,62"
93,103,"ADAPTADOR PVC SOLDAVEL CURTO COM BOLSA E ROSCA, 110 MM X 4"", PARA AGUA FRIA",UN    ,CR,"55,37"
94,107,"ADAPTADOR PVC SOLDAVEL CURTO COM BOLSA E ROSCA, 20 MM X 1/2"", PARA AGUA FRIA",UN    ,CR,"0,86"
95,65,"ADAPTADOR PVC SOLDAVEL CURTO COM BOLSA E ROSCA, 25 MM X 3/4"", PARA AGUA FRIA",UN    ,CR,"1,07"
96,108,"ADAPTADOR PVC SOLDAVEL CURTO COM BOLSA E ROSCA, 32 MM X 1"", PARA AGUA FRIA",UN    ,CR,"2,21"
97,110,"ADAPTADOR PVC SOLDAVEL CURTO COM BOLSA E ROSCA, 40 MM X 1 1/2"", PARA AGUA FRIA",UN    ,CR,"8,55"
98,109,"ADAPTADOR PVC SOLDAVEL CURTO COM BOLSA E ROSCA, 40 MM X 1 1/4"", PARA AGUA FRIA",UN    ,CR,"4,21"
99,111,"ADAPTADOR PVC SOLDAVEL CURTO COM BOLSA E ROSCA, 50 MM X 1 1/4"", PARA AGUA FRIA",UN    ,CR,"9,86"
100,112,"ADAPTADOR PVC SOLDAVEL CURTO COM BOLSA E ROSCA, 50 MM X1 1/2"", PARA AGUA FRIA",UN    ,CR,"5,36"
101,113,"ADAPTADOR PVC SOLDAVEL CURTO COM BOLSA E ROSCA, 60 MM X 2"", PARA AGUA FRIA",UN    ,CR,"14,56"
102,104,"ADAPTADOR PVC SOLDAVEL CURTO COM BOLSA E ROSCA, 75 MM X 2 1/2"", PARA AGUA FRIA",UN    ,CR,"21,18"
103,102,"ADAPTADOR PVC SOLDAVEL CURTO COM BOLSA E ROSCA, 85 MM X 3"", PARA AGUA FRIA",UN    ,CR,"34,78"
104,95,"ADAPTADOR PVC SOLDAVEL, COM FLANGE E ANEL DE VEDACAO, 20 MM X 1/2"", PARA CAIXA D'AGUA",UN    ,CR,"11,77"
105,96,"ADAPTADOR PVC SOLDAVEL, COM FLANGE E ANEL DE VEDACAO, 25 MM X 3/4"", PARA CAIXA D'AGUA",UN    ,CR,"13,54"
106,97,"ADAPTADOR PVC SOLDAVEL, COM FLANGE E ANEL DE VEDACAO, 32 MM X 1"", PARA CAIXA D'AGUA",UN    ,CR,"17,58"
107,98,"ADAPTADOR PVC SOLDAVEL, COM FLANGE E ANEL DE VEDACAO, 40 MM X 1 1/4"", PARA CAIXA D'AGUA",UN    ,CR,"23,69"
108,99,"ADAPTADOR PVC SOLDAVEL, COM FLANGE E ANEL DE VEDACAO, 50 MM X 1 1/2"", PARA CAIXA D'AGUA",UN    ,CR,"28,74"
109,100,"ADAPTADOR PVC SOLDAVEL, COM FLANGES E ANEL DE VEDACAO, 60 MM X 2"", PARA CAIXA D' AGUA",UN    ,CR,"40,09"
110,75,"ADAPTADOR PVC SOLDAVEL, COM FLANGES LIVRES, 110 MM X 4"", PARA CAIXA D' AGUA",UN    ,CR,"417,83"
111,114,"ADAPTADOR PVC SOLDAVEL, COM FLANGES LIVRES, 25 MM X 3/4"", PARA CAIXA D' AGUA",UN    ,CR,"15,23"
112,68,"ADAPTADOR PVC SOLDAVEL, COM FLANGES LIVRES, 32 MM X 1"", PARA CAIXA D' AGUA",UN    ,CR,"23,28"
113,86,"ADAPTADOR PVC SOLDAVEL, COM FLANGES LIVRES, 40 MM X 1  1/4"", PARA CAIXA D' AGUA",UN    ,CR,"43,28"
114,66,"ADAPTADOR PVC SOLDAVEL, COM FLANGES LIVRES, 50 MM X 1  1/2"", PARA CAIXA D' AGUA",UN    ,CR,"43,44"
115,69,"ADAPTADOR PVC SOLDAVEL, COM FLANGES LIVRES, 60 MM X 2"", PARA CAIXA D' AGUA",UN    ,CR,"66,39"
116,83,"ADAPTADOR PVC SOLDAVEL, COM FLANGES LIVRES, 75 MM X 2  1/2"", PARA CAIXA D' AGUA",UN    ,CR,"212,05"
117,74,"ADAPTADOR PVC SOLDAVEL, COM FLANGES LIVRES, 85 MM X 3"", PARA CAIXA D' AGUA",UN    ,CR,"296,04"
118,106,"ADAPTADOR PVC SOLDAVEL, LONGO, COM FLANGE LIVRE,  110 MM X 4"", PARA CAIXA D' AGUA",UN    ,CR,"449,74"
119,87,"ADAPTADOR PVC SOLDAVEL, LONGO, COM FLANGE LIVRE,  25 MM X 3/4"", PARA CAIXA D' AGUA",UN    ,CR,"21,38"
120,88,"ADAPTADOR PVC SOLDAVEL, LONGO, COM FLANGE LIVRE,  32 MM X 1"", PARA CAIXA D' AGUA",UN    ,CR,"23,86"
121,89,"ADAPTADOR PVC SOLDAVEL, LONGO, COM FLANGE LIVRE,  40 MM X 1 1/4"", PARA CAIXA D' AGUA",UN    ,CR,"35,28"
122,90,"ADAPTADOR PVC SOLDAVEL, LONGO, COM FLANGE LIVRE,  50 MM X 1 1/2"", PARA CAIXA D' AGUA",UN    ,CR,"40,41"
123,81,"ADAPTADOR PVC SOLDAVEL, LONGO, COM FLANGE LIVRE,  60 MM X 2"", PARA CAIXA D' AGUA",UN    ,CR,"69,12"
124,82,"ADAPTADOR PVC SOLDAVEL, LONGO, COM FLANGE LIVRE,  75 MM X 2 1/2"", PARA CAIXA D' AGUA",UN    ,CR,"268,34"
125,105,"ADAPTADOR PVC SOLDAVEL, LONGO, COM FLANGE LIVRE,  85 MM X 3"", PARA CAIXA D' AGUA",UN    ,CR,"314,16"
126,60,"ADAPTADOR PVC, COM REGISTRO, PARA PEAD, 20 MM X 3/4"", PARA LIGACAO PREDIAL DE AGUA",UN    ,AS,"6,49"
127,72,"ADAPTADOR PVC, ROSCAVEL, COM FLANGES E ANEL DE VEDACAO, 1 1/2"", PARA CAIXA D'AGUA",UN    ,CR,"42,26"
128,70,"ADAPTADOR PVC, ROSCAVEL, COM FLANGES E ANEL DE VEDACAO, 1 1/4"", PARA CAIXA D' AGUA",UN    ,CR,"35,34"
129,85,"ADAPTADOR PVC, ROSCAVEL, COM FLANGES E ANEL DE VEDACAO, 2"", PARA CAIXA D' AGUA",UN    ,CR,"51,29"
130,84,"ADAPTADOR PVC, ROSCAVEL, PARA VALVULA PIA OU LAVATORIO, 40 MM",UN    ,CR,"0,59"
131,37997,"ADAPTADOR, CPVC, SOLDAVEL, 15 MM, PARA AGUA QUENTE",UN    ,AS,"5,89"
132,37998,"ADAPTADOR, CPVC, SOLDAVEL, 22 MM, PARA AGUA QUENTE",UN    ,AS,"6,11"
133,10899,"ADAPTADOR, EM LATAO, ENGATE RAPIDO 2 1/2"" X ROSCA INTERNA 5 FIOS 2 1/2"",  PARA INSTALACAO PREDIAL DE COMBATE A INCENDIO",UN    ,CR,"45,12"
134,10900,"ADAPTADOR, EM LATAO, ENGATE RAPIDO1 1/2"" X ROSCA INTERNA 5 FIOS 2 1/2"",  PARA INSTALACAO PREDIAL DE COMBATE A INCENDIO",UN    ,CR,"35,31"
135,46,"ADAPTADOR, PVC PBA,  BOLSA/ROSCA, JE, DN 75 / DE  85 MM",UN    ,AS,"62,95"
136,51,"ADAPTADOR, PVC PBA, A BOLSA DEFOFO, JE, DN 100 / DE 110 MM",UN    ,AS,"173,66"
137,12863,"ADAPTADOR, PVC PBA, A BOLSA DEFOFO, JE, DN 50 / DE 60 MM",UN    ,AS,"40,00"
138,50,"ADAPTADOR, PVC PBA, A BOLSA DEFOFO, JE, DN 75 / DE  85 MM",UN    ,AS,"90,68"
139,47,"ADAPTADOR, PVC PBA, BOLSA/ROSCA, JE, DN 100 / DE 110 MM",UN    ,AS,"107,63"
140,48,"ADAPTADOR, PVC PBA, BOLSA/ROSCA, JE, DN 50 / DE 60 MM",UN    ,AS,"28,08"
141,52,"ADAPTADOR, PVC PBA, PONTA/ROSCA, JE, DN 50 / DE  60 MM",UN    ,AS,"21,33"
142,43,"ADAPTADOR, PVC PBA, PONTA/ROSCA, JE, DN 75 / DE  85 MM",UN    ,AS,"71,99"
143,39719,"ADESIVO / COLA DE CONTATO LIQUIDO, A BASE DE RESINAS, PARA COLAGEM DE ESPUMA PARA ISOLAMENTO TERMICO FLEXIVEL",L     ,CR,"188,35"
144,3410,ADESIVO / COLA PARA EPS (ISOPOR) E OUTROS MATERIAIS,KG    ,CR,"42,37"
145,4791,ADESIVO ACRILICO DE BASE AQUOSA / COLA DE CONTATO,KG    ,CR,"30,89"
146,157,"ADESIVO ESTRUTURAL A BASE DE RESINA EPOXI PARA INJECAO EM TRINCAS, BICOMPONENTE, BAIXA VISCOSIDADE",KG    ,CR,"139,67"
147,156,"ADESIVO ESTRUTURAL A BASE DE RESINA EPOXI, BICOMPONENTE, FLUIDO",KG    ,CR,"49,73"
148,131,"ADESIVO ESTRUTURAL A BASE DE RESINA EPOXI, BICOMPONENTE, PASTOSO (TIXOTROPICO)",KG    ,CR,"42,53"
149,21114,"ADESIVO PARA TUBOS CPVC, *75* G",UN    ,CR,"37,13"
150,119,"ADESIVO PLASTICO PARA PVC, BISNAGA COM 75 GR",UN    ,C ,"9,41"
151,122,"ADESIVO PLASTICO PARA PVC, FRASCO COM *850* GR",UN    ,CR,"72,40"
152,20080,"ADESIVO PLASTICO PARA PVC, FRASCO COM 175 GR",UN    ,CR,"23,63"
153,124,"ADITIVO ACELERADOR DE PEGA E ENDURECIMENTO PARA ARGAMASSAS E CONCRETOS, LIQUIDO E ISENTO DE CLORETOS",L     ,CR,"16,40"
154,7334,ADITIVO ADESIVO LIQUIDO PARA ARGAMASSAS DE REVESTIMENTOS CIMENTICIOS,L     ,CR,"14,16"
155,123,"ADITIVO IMPERMEABILIZANTE DE PEGA NORMAL PARA ARGAMASSAS E CONCRETOS SEM ARMACAO, LIQUIDO E ISENTO DE CLORETOS",L     ,C ,"6,71"
156,127,"ADITIVO IMPERMEABILIZANTE DE PEGA ULTRARRAPIDA, LIQUIDO E ISENTO DE CLORETOS",L     ,CR,"16,02"
157,41373,ADITIVO LIQUIDO IMPERMEABILIZANTE CRISTALIZANTE,L     ,CR,"22,32"
158,133,"ADITIVO LIQUIDO INCORPORADOR DE AR PARA CONCRETO E ARGAMASSA, LIQUIDO E ISENTO DE CLORETOS",L     ,CR,"6,65"
159,43617,"ADITIVO PLASTIFICANTE E ESTABILIZADOR PARA ARGAMASSAS DE ASSENTAMENTO E REBOCO, LIQUIDO E ISENTO DE CLORETOS",L     ,CR,"7,43"
160,132,"ADITIVO PLASTIFICANTE RETARDADOR DE PEGA E REDUTOR DE AGUA PARA CONCRETO, LIQUIDO E ISENTO DE CLORETOS",L     ,CR,"6,90"
161,43618,"ADITIVO SUPERPLASTIFICANTE DE PEGA NORMAL PARA CONCRETO, LIQUIDO E ISENTO DE CLORETOS",KG    ,CR,"17,36"
162,37476,"ADUELA/ GALERIA PRE-MOLDADA DE CONCRETO ARMADO, SECAO QUADRADA INTERNA DE 1,50 X 1,50 M (L X A), MISULA DE 20 X 20 CM, C = 1,00 M, ESPESSURA MIN = 15 CM, TB-45 E FCK DO CONCRETO = 30 MPA",UN    ,CR,"2.371,00"
163,37478,"ADUELA/ GALERIA PRE-MOLDADA DE CONCRETO ARMADO, SECAO RETANGULAR INTERNA DE 2,00 X 2,00 M (L X A), MISULA DE 20 X 20 CM, C = 1,00 M, ESPESSURA MIN = 15 CM, TB-45 E FCK DO CONCRETO = 30 MPA",UN    ,CR,"2.969,74"
164,37477,"ADUELA/ GALERIA PRE-MOLDADA DE CONCRETO ARMADO, SECAO RETANGULAR INTERNA DE 2,50 X 2,50 M (L X A), MISULA DE 20 X 20 CM, C = 1,00 M, ESPESSURA MIN = 15 CM, TB-45 E FCK DO CONCRETO = 30 MPA",UN    ,CR,"4.023,52"
165,37479,"ADUELA/ GALERIA PRE-MOLDADA DE CONCRETO ARMADO, SECAO RETANGULAR INTERNA DE 3,00 X 3,00 M (L X A), MISULA DE 20 X 20 CM, C = 1.00 M, ESPESSURA MIN = 20 CM, TB-45 E FCK DO CONCRETO = 30 MPA",UN    ,CR,"4.771,95"
166,4319,AFASTADOR PARA TELHA DE FIBROCIMENTO CANALETE 90 OU KALHETAO,UN    ,CR,"1,56"
167,42409,"AGENTE DE CURA, PROTETOR DA EVAPORACAO DA AGUA DE HIDRATACAO DO CONCRETO",KG    ,CR,"10,93"
168,40553,"AGREGADO RECICLADO, TIPO RACHAO RECICLADO CINZA, CLASSE A",M3    ,AS,"36,58"
169,6114,AJUDANTE DE ARMADOR (HORISTA),H     ,CR,"15,75"
170,40912,AJUDANTE DE ARMADOR (MENSALISTA),MES   ,CR,"2.781,77"
