,CODIGO  ,DESCRICAO DO INSUMO,UNIDADE,ORIGEM DO PRECO,  PRECO MEDIANO R$
54,36801,"ACABAMENTO DE METAL CROMADO PARA REGISTRO PEQUENO, DE PAREDE, 1/2 "" OU 3/4 """,UN    ,CR,"30,85"
55,36246,"ACABAMENTO SIMPLES/CONVENCIONAL PARA FORRO PVC, TIPO ""U"" OU ""C"", COR BRANCA, COMPRIMENTO 6 M",M     ,CR,"3,91"
56,37600,"ACESSORIO DE LIGACAO NAO ELETRICO PARA CARGAS EXPLOSIVAS, TUBO DE 6 M",UN    ,AS,"123,71"
57,37599,"ACESSORIO INICIADOR NAO ELETRICO, TUBO DE 6 M, TEMPO DE RETARDO DE *160* MS",UN    ,AS,"115,15"
58,1,ACETILENO (RECARGA DE GAS ACETILENO PARA CILINDRO DE CONJUNTO OXICORTE GRANDE) NAO INCLUI TROCA/MANUTENCAO DO CILINDRO,KG    ,C ,"57,10"
59,3,"ACIDO CLORIDRICO / ACIDO MURIATICO, DILUICAO 10% A 12% PARA USO EM LIMPEZA",L     ,CR,"13,20"
60,43054,"ACO CA-25, 10,0 MM, OU 12,5 MM, OU 16,0 MM, OU 20,0 MM, OU 25,0 MM, VERGALHAO",KG    ,CR,"10,79"
61,42402,"ACO CA-25, 16,0 MM, BARRA DE TRANSFERENCIA",KG    ,CR,"10,31"
62,42403,"ACO CA-25, 20,0 MM, BARRA DE TRANSFERENCIA",KG    ,CR,"13,23"
63,42404,"ACO CA-25, 25,0 MM, BARRA DE TRANSFERENCIA",KG    ,CR,"13,16"
64,42405,"ACO CA-25, 32,0 MM, BARRA DE TRANSFERENCIA",KG    ,CR,"14,01"
65,34341,"ACO CA-25, 32,0 MM, VERGALHAO",KG    ,CR,"12,16"
66,43053,"ACO CA-25, 6,3 MM OU 8,0 MM, VERGALHAO",KG    ,CR,"9,64"
67,43058,"ACO CA-50, 10,0 MM, OU 12,5 MM, OU 16,0 MM, OU 20,0 MM, DOBRADO E CORTADO",KG    ,CR,"9,99"
68,34,"ACO CA-50, 10,0 MM, VERGALHAO",KG    ,CR,"10,04"
69,43055,"ACO CA-50, 12,5 MM OU 16,0 MM, VERGALHAO",KG    ,C ,"8,70"
70,43056,"ACO CA-50, 20,0 MM OU 25,0 MM, VERGALHAO",KG    ,CR,"10,03"
71,43057,"ACO CA-50, 32,0 MM, VERGALHAO",KG    ,CR,"11,02"
72,34449,"ACO CA-50, 6,3 MM, DOBRADO E CORTADO",KG    ,CR,"11,78"
73,32,"ACO CA-50, 6,3 MM, VERGALHAO",KG    ,CR,"10,59"
74,33,"ACO CA-50, 8,0 MM, VERGALHAO",KG    ,CR,"10,66"
75,43061,"ACO CA-60, 4,2 MM OU 5,0 MM, DOBRADO E CORTADO",KG    ,CR,"9,96"
76,43059,"ACO CA-60, 4,2 MM, OU 5,0 MM, OU 6,0 MM, OU 7,0 MM, VERGALHAO",KG    ,CR,"9,50"
77,43062,"ACO CA-60, 6,0 MM OU 7,0 MM, DOBRADO E CORTADO",KG    ,CR,"10,53"
78,43060,"ACO CA-60, 8,0 MM OU 9,5 MM, VERGALHAO",KG    ,CR,"8,28"
79,20063,"ACOPLAMENTO DE CONDUTOR PLUVIAL, EM PVC, DIAMETRO ENTRE 80 E 100 MM, PARA DRENAGEM PREDIAL",UN    ,AS,"4,44"
80,40410,"ACOPLAMENTO RIGIDO EM FERRO FUNDIDO PARA SISTEMA DE TUBULACAO RANHURADA, DN 50 MM (2"")",UN    ,AS,"31,27"
81,40411,"ACOPLAMENTO RIGIDO EM FERRO FUNDIDO PARA SISTEMA DE TUBULACAO RANHURADA, DN 65 MM (2 1/2"")",UN    ,AS,"33,93"
82,40412,"ACOPLAMENTO RIGIDO EM FERRO FUNDIDO PARA SISTEMA DE TUBULACAO RANHURADA, DN 80 MM (3"")",UN    ,AS,"38,09"
83,38838,"ADAPTADOR DE COBRE PARA TUBULACAO PEX, DN 16 X 15 MM",UN    ,AS,"11,14"
84,38839,"ADAPTADOR DE COBRE PARA TUBULACAO PEX, DN 20 X 22 MM",UN    ,AS,"13,11"
85,55,"ADAPTADOR DE COMPRESSAO EM POLIPROPILENO (PP), PARA TUBO EM PEAD, 20 MM X 1/2"", PARA LIGACAO PREDIAL DE AGUA (NTS 179)",UN    ,AS,"5,00"
86,61,"ADAPTADOR DE COMPRESSAO EM POLIPROPILENO (PP), PARA TUBO EM PEAD, 20 MM X 3/4"", PARA LIGACAO PREDIAL DE AGUA (NTS 179)",UN    ,AS,"4,73"
87,62,"ADAPTADOR DE COMPRESSAO EM POLIPROPILENO (PP), PARA TUBO EM PEAD, 32 MM X 1"", PARA LIGACAO PREDIAL DE AGUA (NTS 179)",UN    ,AS,"9,80"
88,77,"ADAPTADOR PVC PARA SIFAO METALICO, SOLDAVEL, COM ANEL BORRACHA (JE), 40 MM X 1 1/2""",UN    ,CR,"1,41"
89,76,"ADAPTADOR PVC PARA SIFAO, ROSCAVEL, 40 MM X 1 1/4""",UN    ,CR,"1,44"
90,67,"ADAPTADOR PVC ROSCAVEL, COM FLANGES E ANEL DE VEDACAO, 1/2"", PARA CAIXA D' AGUA",UN    ,CR,"13,87"
91,71,"ADAPTADOR PVC ROSCAVEL, COM FLANGES E ANEL DE VEDACAO, 1"", PARA CAIXA D' AGUA",UN    ,CR,"25,49"
92,73,"ADAPTADOR PVC ROSCAVEL, COM FLANGES E ANEL DE VEDACAO, 3/4"", PARA CAIXA D' AGUA",UN    ,CR,"19,03"
93,103,"ADAPTADOR PVC SOLDAVEL CURTO COM BOLSA E ROSCA, 110 MM X 4"", PARA AGUA FRIA",UN    ,CR,"56,60"
94,107,"ADAPTADOR PVC SOLDAVEL CURTO COM BOLSA E ROSCA, 20 MM X 1/2"", PARA AGUA FRIA",UN    ,CR,"0,88"
95,65,"ADAPTADOR PVC SOLDAVEL CURTO COM BOLSA E ROSCA, 25 MM X 3/4"", PARA AGUA FRIA",UN    ,CR,"1,09"
96,108,"ADAPTADOR PVC SOLDAVEL CURTO COM BOLSA E ROSCA, 32 MM X 1"", PARA AGUA FRIA",UN    ,CR,"2,26"
97,110,"ADAPTADOR PVC SOLDAVEL CURTO COM BOLSA E ROSCA, 40 MM X 1 1/2"", PARA AGUA FRIA",UN    ,CR,"8,74"
98,109,"ADAPTADOR PVC SOLDAVEL CURTO COM BOLSA E ROSCA, 40 MM X 1 1/4"", PARA AGUA FRIA",UN    ,CR,"4,31"
99,111,"ADAPTADOR PVC SOLDAVEL CURTO COM BOLSA E ROSCA, 50 MM X 1 1/4"", PARA AGUA FRIA",UN    ,CR,"10,08"
100,112,"ADAPTADOR PVC SOLDAVEL CURTO COM BOLSA E ROSCA, 50 MM X1 1/2"", PARA AGUA FRIA",UN    ,CR,"5,48"
101,113,"ADAPTADOR PVC SOLDAVEL CURTO COM BOLSA E ROSCA, 60 MM X 2"", PARA AGUA FRIA",UN    ,CR,"14,89"
102,104,"ADAPTADOR PVC SOLDAVEL CURTO COM BOLSA E ROSCA, 75 MM X 2 1/2"", PARA AGUA FRIA",UN    ,CR,"21,65"
103,102,"ADAPTADOR PVC SOLDAVEL CURTO COM BOLSA E ROSCA, 85 MM X 3"", PARA AGUA FRIA",UN    ,CR,"35,55"
104,95,"ADAPTADOR PVC SOLDAVEL, COM FLANGE E ANEL DE VEDACAO, 20 MM X 1/2"", PARA CAIXA D'AGUA",UN    ,CR,"12,03"
105,96,"ADAPTADOR PVC SOLDAVEL, COM FLANGE E ANEL DE VEDACAO, 25 MM X 3/4"", PARA CAIXA D'AGUA",UN    ,CR,"13,84"
106,97,"ADAPTADOR PVC SOLDAVEL, COM FLANGE E ANEL DE VEDACAO, 32 MM X 1"", PARA CAIXA D'AGUA",UN    ,CR,"17,97"
107,98,"ADAPTADOR PVC SOLDAVEL, COM FLANGE E ANEL DE VEDACAO, 40 MM X 1 1/4"", PARA CAIXA D'AGUA",UN    ,CR,"24,22"
108,99,"ADAPTADOR PVC SOLDAVEL, COM FLANGE E ANEL DE VEDACAO, 50 MM X 1 1/2"", PARA CAIXA D'AGUA",UN    ,CR,"29,37"
109,100,"ADAPTADOR PVC SOLDAVEL, COM FLANGES E ANEL DE VEDACAO, 60 MM X 2"", PARA CAIXA D' AGUA",UN    ,CR,"40,98"
110,75,"ADAPTADOR PVC SOLDAVEL, COM FLANGES LIVRES, 110 MM X 4"", PARA CAIXA D' AGUA",UN    ,CR,"427,10"
111,114,"ADAPTADOR PVC SOLDAVEL, COM FLANGES LIVRES, 25 MM X 3/4"", PARA CAIXA D' AGUA",UN    ,CR,"15,56"
112,68,"ADAPTADOR PVC SOLDAVEL, COM FLANGES LIVRES, 32 MM X 1"", PARA CAIXA D' AGUA",UN    ,CR,"23,80"
113,86,"ADAPTADOR PVC SOLDAVEL, COM FLANGES LIVRES, 40 MM X 1  1/4"", PARA CAIXA D' AGUA",UN    ,CR,"44,24"
114,66,"ADAPTADOR PVC SOLDAVEL, COM FLANGES LIVRES, 50 MM X 1  1/2"", PARA CAIXA D' AGUA",UN    ,CR,"44,40"
115,69,"ADAPTADOR PVC SOLDAVEL, COM FLANGES LIVRES, 60 MM X 2"", PARA CAIXA D' AGUA",UN    ,CR,"67,87"
116,83,"ADAPTADOR PVC SOLDAVEL, COM FLANGES LIVRES, 75 MM X 2  1/2"", PARA CAIXA D' AGUA",UN    ,CR,"216,75"
117,74,"ADAPTADOR PVC SOLDAVEL, COM FLANGES LIVRES, 85 MM X 3"", PARA CAIXA D' AGUA",UN    ,CR,"302,61"
118,106,"ADAPTADOR PVC SOLDAVEL, LONGO, COM FLANGE LIVRE,  110 MM X 4"", PARA CAIXA D' AGUA",UN    ,CR,"459,71"
119,87,"ADAPTADOR PVC SOLDAVEL, LONGO, COM FLANGE LIVRE,  25 MM X 3/4"", PARA CAIXA D' AGUA",UN    ,CR,"21,85"
120,88,"ADAPTADOR PVC SOLDAVEL, LONGO, COM FLANGE LIVRE,  32 MM X 1"", PARA CAIXA D' AGUA",UN    ,CR,"24,38"
121,89,"ADAPTADOR PVC SOLDAVEL, LONGO, COM FLANGE LIVRE,  40 MM X 1 1/4"", PARA CAIXA D' AGUA",UN    ,CR,"36,06"
122,90,"ADAPTADOR PVC SOLDAVEL, LONGO, COM FLANGE LIVRE,  50 MM X 1 1/2"", PARA CAIXA D' AGUA",UN    ,CR,"41,31"
123,81,"ADAPTADOR PVC SOLDAVEL, LONGO, COM FLANGE LIVRE,  60 MM X 2"", PARA CAIXA D' AGUA",UN    ,CR,"70,66"
124,82,"ADAPTADOR PVC SOLDAVEL, LONGO, COM FLANGE LIVRE,  75 MM X 2 1/2"", PARA CAIXA D' AGUA",UN    ,CR,"274,29"
125,105,"ADAPTADOR PVC SOLDAVEL, LONGO, COM FLANGE LIVRE,  85 MM X 3"", PARA CAIXA D' AGUA",UN    ,CR,"321,13"
126,60,"ADAPTADOR PVC, COM REGISTRO, PARA PEAD, 20 MM X 3/4"", PARA LIGACAO PREDIAL DE AGUA",UN    ,AS,"6,49"
127,72,"ADAPTADOR PVC, ROSCAVEL, COM FLANGES E ANEL DE VEDACAO, 1 1/2"", PARA CAIXA D'AGUA",UN    ,CR,"43,19"
128,70,"ADAPTADOR PVC, ROSCAVEL, COM FLANGES E ANEL DE VEDACAO, 1 1/4"", PARA CAIXA D' AGUA",UN    ,CR,"36,12"
129,85,"ADAPTADOR PVC, ROSCAVEL, COM FLANGES E ANEL DE VEDACAO, 2"", PARA CAIXA D' AGUA",UN    ,CR,"52,42"
130,84,"ADAPTADOR PVC, ROSCAVEL, PARA VALVULA PIA OU LAVATORIO, 40 MM",UN    ,CR,"0,60"
131,37997,"ADAPTADOR, CPVC, SOLDAVEL, 15 MM, PARA AGUA QUENTE",UN    ,AS,"5,65"
132,37998,"ADAPTADOR, CPVC, SOLDAVEL, 22 MM, PARA AGUA QUENTE",UN    ,AS,"5,85"
133,10899,"ADAPTADOR, EM LATAO, ENGATE RAPIDO 2 1/2"" X ROSCA INTERNA 5 FIOS 2 1/2"",  PARA INSTALACAO PREDIAL DE COMBATE A INCENDIO",UN    ,CR,"46,65"
134,10900,"ADAPTADOR, EM LATAO, ENGATE RAPIDO1 1/2"" X ROSCA INTERNA 5 FIOS 2 1/2"",  PARA INSTALACAO PREDIAL DE COMBATE A INCENDIO",UN    ,CR,"36,51"
135,46,"ADAPTADOR, PVC PBA,  BOLSA/ROSCA, JE, DN 75 / DE  85 MM",UN    ,AS,"58,46"
136,51,"ADAPTADOR, PVC PBA, A BOLSA DEFOFO, JE, DN 100 / DE 110 MM",UN    ,AS,"161,27"
137,12863,"ADAPTADOR, PVC PBA, A BOLSA DEFOFO, JE, DN 50 / DE 60 MM",UN    ,AS,"37,14"
138,50,"ADAPTADOR, PVC PBA, A BOLSA DEFOFO, JE, DN 75 / DE  85 MM",UN    ,AS,"84,21"
139,47,"ADAPTADOR, PVC PBA, BOLSA/ROSCA, JE, DN 100 / DE 110 MM",UN    ,AS,"99,95"
140,48,"ADAPTADOR, PVC PBA, BOLSA/ROSCA, JE, DN 50 / DE 60 MM",UN    ,AS,"26,07"
141,52,"ADAPTADOR, PVC PBA, PONTA/ROSCA, JE, DN 50 / DE  60 MM",UN    ,AS,"19,81"
142,43,"ADAPTADOR, PVC PBA, PONTA/ROSCA, JE, DN 75 / DE  85 MM",UN    ,AS,"66,85"
143,39719,"ADESIVO / COLA DE CONTATO LIQUIDO, A BASE DE RESINAS, PARA COLAGEM DE ESPUMA PARA ISOLAMENTO TERMICO FLEXIVEL",L     ,CR,"188,35"
144,3410,ADESIVO / COLA PARA EPS (ISOPOR) E OUTROS MATERIAIS,KG    ,CR,"42,37"
145,4791,ADESIVO ACRILICO DE BASE AQUOSA / COLA DE CONTATO,KG    ,CR,"30,89"
146,157,"ADESIVO ESTRUTURAL A BASE DE RESINA EPOXI PARA INJECAO EM TRINCAS, BICOMPONENTE, BAIXA VISCOSIDADE",KG    ,CR,"139,67"
147,156,"ADESIVO ESTRUTURAL A BASE DE RESINA EPOXI, BICOMPONENTE, FLUIDO",KG    ,CR,"49,73"
148,131,"ADESIVO ESTRUTURAL A BASE DE RESINA EPOXI, BICOMPONENTE, PASTOSO (TIXOTROPICO)",KG    ,CR,"42,53"
149,21114,"ADESIVO PARA TUBOS CPVC, *75* G",UN    ,CR,"37,13"
150,119,"ADESIVO PLASTICO PARA PVC, BISNAGA COM 75 GR",UN    ,C ,"9,41"
151,122,"ADESIVO PLASTICO PARA PVC, FRASCO COM *850* GR",UN    ,CR,"72,40"
152,20080,"ADESIVO PLASTICO PARA PVC, FRASCO COM 175 GR",UN    ,CR,"23,63"
153,124,"ADITIVO ACELERADOR DE PEGA E ENDURECIMENTO PARA ARGAMASSAS E CONCRETOS, LIQUIDO E ISENTO DE CLORETOS",L     ,CR,"16,40"
154,7334,ADITIVO ADESIVO LIQUIDO PARA ARGAMASSAS DE REVESTIMENTOS CIMENTICIOS,L     ,CR,"13,45"
155,123,"ADITIVO IMPERMEABILIZANTE DE PEGA NORMAL PARA ARGAMASSAS E CONCRETOS SEM ARMACAO, LIQUIDO E ISENTO DE CLORETOS",L     ,C ,"6,71"
156,127,"ADITIVO IMPERMEABILIZANTE DE PEGA ULTRARRAPIDA, LIQUIDO E ISENTO DE CLORETOS",L     ,CR,"16,02"
157,41373,ADITIVO LIQUIDO IMPERMEABILIZANTE CRISTALIZANTE,L     ,CR,"22,32"
158,133,"ADITIVO LIQUIDO INCORPORADOR DE AR PARA CONCRETO E ARGAMASSA, LIQUIDO E ISENTO DE CLORETOS",L     ,CR,"6,65"
159,43617,"ADITIVO PLASTIFICANTE E ESTABILIZADOR PARA ARGAMASSAS DE ASSENTAMENTO E REBOCO, LIQUIDO E ISENTO DE CLORETOS",L     ,CR,"7,43"
160,132,"ADITIVO PLASTIFICANTE RETARDADOR DE PEGA E REDUTOR DE AGUA PARA CONCRETO, LIQUIDO E ISENTO DE CLORETOS",L     ,CR,"6,90"
161,43618,"ADITIVO SUPERPLASTIFICANTE DE PEGA NORMAL PARA CONCRETO, LIQUIDO E ISENTO DE CLORETOS",KG    ,CR,"17,36"
162,37476,"ADUELA/ GALERIA PRE-MOLDADA DE CONCRETO ARMADO, SECAO QUADRADA INTERNA DE 1,50 X 1,50 M (L X A), MISULA DE 20 X 20 CM, C = 1,00 M, ESPESSURA MIN = 15 CM, TB-45 E FCK DO CONCRETO = 30 MPA",UN    ,AS,"3.244,53"
163,37478,"ADUELA/ GALERIA PRE-MOLDADA DE CONCRETO ARMADO, SECAO RETANGULAR INTERNA DE 2,00 X 2,00 M (L X A), MISULA DE 20 X 20 CM, C = 1,00 M, ESPESSURA MIN = 15 CM, TB-45 E FCK DO CONCRETO = 30 MPA",UN    ,AS,"4.063,86"
164,37477,"ADUELA/ GALERIA PRE-MOLDADA DE CONCRETO ARMADO, SECAO RETANGULAR INTERNA DE 2,50 X 2,50 M (L X A), MISULA DE 20 X 20 CM, C = 1,00 M, ESPESSURA MIN = 15 CM, TB-45 E FCK DO CONCRETO = 30 MPA",UN    ,AS,"5.505,88"
165,37479,"ADUELA/ GALERIA PRE-MOLDADA DE CONCRETO ARMADO, SECAO RETANGULAR INTERNA DE 3,00 X 3,00 M (L X A), MISULA DE 20 X 20 CM, C = 1.00 M, ESPESSURA MIN = 20 CM, TB-45 E FCK DO CONCRETO = 30 MPA",UN    ,AS,"6.530,04"
166,4319,AFASTADOR PARA TELHA DE FIBROCIMENTO CANALETE 90 OU KALHETAO,UN    ,CR,"1,67"
167,42409,"AGENTE DE CURA, PROTETOR DA EVAPORACAO DA AGUA DE HIDRATACAO DO CONCRETO",KG    ,CR,"10,93"
168,40553,"AGREGADO RECICLADO, TIPO RACHAO RECICLADO CINZA, CLASSE A",M3    ,AS,"40,58"
169,6114,AJUDANTE DE ARMADOR (HORISTA),H     ,CR,"15,75"
